video_id,title,category_id,category_name,upload_date,upload_hour,upload_day,title_length,description_length,tag_count,duration_seconds,views,likes,dislikes,comments,like_view_ratio,comment_view_ratio,has_face_thumbnail,thumbnail_brightness,has_text_thumbnail,trending,duration_minutes,is_weekend,is_prime_time,optimal_tags,optimal_title
vid_00387,Inside Guide Review Real Ultimate Viral Inside Last Ultimate Secret How Guide Insi,10,Music,2023-10-01 12:00:00,12,4,82,4416,22,210,795786.0,58203.0,1244,4615.0,0.0731,0.005799,0,176,1,1,3.5,0,0,0,0
vid_00388,2024 Top Viral Guide Amazing Guide Amazing Official vs Break,28,Science & Technology,2023-10-06 04:00:00,6,4,60,1556,28,1622,5238046.0,497997.0,7358,27150.0,0.0951,0.005183,1,82,0,1,27.03,0,0,0,1
vid_00389,Best Secret Exposed Review New Secret Official 2024 Breaking Secret Top Amazing Breaking Off,10,Music,2023-10-18 00:00:00,3,0,92,2208,0,3221,320523.0,20959.0,1657,5353.0,0.0654,0.016701,1,245,0,0,53.68,0,0,0,0
vid_00390,Review Exposed Last Tutoria,22,People & Blogs,2023-02-05 16:00:00,12,5,27,2966,10,2952,4077071.0,202022.0,14128,76724.0,0.0496,0.018818,1,120,0,1,49.2,1,0,1,0
vid_00391,How Challenge 2024 Challenge How Challeng,17,Sports,2023-04-12 20:00:00,19,0,41,4221,29,3144,3726790.0,366411.0,20104,55622.0,0.0983,0.014925,0,186,1,1,52.4,0,1,0,1
vid_00392,Why Top Tutorial Rea,20,Gaming,2023-03-10 08:00:00,0,1,20,3279,20,676,61191.0,6154.0,320,1124.0,0.1006,0.018368,1,193,1,0,11.27,0,0,0,0
vid_00393,Guide First Reaction New Viral ,27,Education,2023-06-22 00:00:00,7,2,31,3653,14,1991,5799937.0,655639.0,35907,36139.0,0.113,0.006231,1,182,1,1,33.18,0,0,1,0
vid_00394,Exposed Why Explained Inside Last Last First Viral,27,Education,2023-11-07 16:00:00,13,6,50,1716,1,1313,827788.0,52858.0,2607,12341.0,0.0639,0.014908,0,147,1,1,21.88,1,0,0,1
vid_00395,Viral Inside How Last First 2024 Breaking Last Secret Secret Top Explained Reaction Secret How ,23,Comedy,2023-01-11 00:00:00,15,4,95,4474,19,2274,50411.0,3809.0,172,1012.0,0.0756,0.020075,0,173,0,0,37.9,0,0,0,0
vid_00396,First Top Breaki,25,News & Politics,2023-06-05 16:00:00,13,1,16,4186,6,2722,12106564.0,758858.0,41716,164025.0,0.0627,0.013548,1,200,1,1,45.37,0,0,0,0
vid_00397,Official Ultimate Inside New Exposed Ultimate Ultimate New Exposed Challenge How Challenge ,26,Howto & Style,2023-10-06 00:00:00,11,2,91,3019,20,3048,405844.0,21565.0,1241,8402.0,0.0531,0.020702,1,92,0,0,50.8,0,0,0,0
vid_00398,Tutorial Inside Secret Best vs Explained 2024 Amazing Best First A,22,People & Blogs,2023-09-13 16:00:00,18,1,66,2739,11,2332,22483.0,2194.0,158,316.0,0.0976,0.014054,0,163,0,0,38.87,0,1,1,0
vid_00399,2024 Breaking Viral Reaction Ultimate Reaction Best Guide Real Explained vs Chal,25,News & Politics,2023-01-01 20:00:00,22,5,80,2376,21,2054,124084.0,7515.0,556,1324.0,0.0606,0.01067,0,138,1,0,34.23,1,0,0,0
vid_00400,Real Last 2024 Ultimate Breaking Best vs Breaking Guide Secret vs ,26,Howto & Style,2023-11-06 04:00:00,14,4,66,2860,17,2809,79664.0,5459.0,240,781.0,0.0685,0.009804,0,234,1,0,46.82,0,0,0,0
vid_00401,2024 Reaction Top How Inside New Viral New Explained 2024,25,News & Politics,2023-05-04 20:00:00,1,6,57,2566,2,365,142653.0,9462.0,446,1842.0,0.0663,0.012912,0,228,0,0,6.08,1,0,0,1
vid_00402,2024 Secret How Top vs Inside Tutori,17,Sports,2023-05-31 04:00:00,1,0,36,3521,6,1606,228302.0,21492.0,937,381.0,0.0941,0.001669,1,62,1,0,26.77,0,0,0,0
vid_00403,Explained Explained Last Amazing Real Official Best Real Tutorial Rea,26,Howto & Style,2023-11-07 00:00:00,22,0,69,62,10,1555,334041.0,37613.0,2192,6810.0,0.1126,0.020387,0,177,0,0,25.92,0,0,1,0
vid_00404,Challenge Explained New Reaction First Challenge Best 2024 Viral Best Amazing How,17,Sports,2023-05-24 04:00:00,21,2,81,3020,17,1019,418833.0,37698.0,1915,10683.0,0.09,0.025507,1,201,1,0,16.98,0,1,0,0
vid_00405,Last Review Secret Inside Review Secret vs Inside 2024 Viral First Challen,20,Gaming,2023-11-22 04:00:00,18,6,74,3671,11,2977,717179.0,51954.0,4679,8092.0,0.0724,0.011283,1,188,1,1,49.62,1,1,1,0
vid_00406,Last vs Reaction Breaking New Amazing Challenge Official 2024 Tutorial R,28,Science & Technology,2023-04-05 08:00:00,21,3,72,3733,5,1308,2050392.0,205302.0,14919,4787.0,0.1001,0.002335,1,101,0,1,21.8,0,1,0,0
vid_00407,2024 Real Official Real Wh,17,Sports,2023-05-17 20:00:00,21,5,26,3523,4,543,161600.0,14170.0,1287,4786.0,0.0877,0.029616,0,66,0,0,9.05,1,1,0,0
vid_00408,Why Viral Best How 2024 vs Exposed Reaction Review Tutorial Guide Top Best New Top ,27,Education,2023-07-22 00:00:00,16,2,83,3172,25,2059,3707250.0,131440.0,9703,32057.0,0.0355,0.008647,0,214,0,1,34.32,0,0,0,0
vid_00409,Challenge Inside Review Review Amazing Amazing Last Inside Top Guide Viral Amazing Best Exposed Be,25,News & Politics,2023-02-26 00:00:00,19,3,98,3514,0,271,78503.0,3030.0,295,366.0,0.0386,0.004662,1,62,1,0,4.52,0,1,0,0
vid_00410,Best Exposed Why Exposed Guide Ultimate 2024 First Of,23,Comedy,2023-10-06 16:00:00,9,1,53,702,11,2226,2032153.0,67899.0,4563,23822.0,0.0334,0.011723,1,239,1,1,37.1,0,0,1,1
vid_00411,Exposed Last Review Ultimat,24,Entertainment,2023-05-21 00:00:00,5,5,27,670,26,1763,9797621.0,696742.0,67388,219644.0,0.0711,0.022418,1,133,1,1,29.38,1,0,0,0
vid_00412,Exposed Reaction Viral Tutorial Viral Last Guide Ultima,26,Howto & Style,2023-03-14 16:00:00,14,1,55,3840,25,3400,406698.0,42429.0,1028,3873.0,0.1043,0.009523,1,146,0,0,56.67,0,0,0,1
vid_00413,Ultimate Breaking Last Challenge Real Official Guide Why Why Inside Rea,22,People & Blogs,2023-06-01 20:00:00,21,6,71,1695,10,2834,1210800.0,70441.0,1037,21390.0,0.0582,0.017666,1,155,0,1,47.23,1,1,1,0
vid_00414,Explained Exposed How Tutorial Exposed Guide New Inside Top Explain,23,Comedy,2023-05-21 12:00:00,10,4,67,2293,3,2697,77470.0,5002.0,310,1011.0,0.0646,0.01305,0,145,1,0,44.95,0,0,0,0
vid_00415,Best Viral Viral Last Vira,27,Education,2023-01-28 20:00:00,4,5,26,4562,26,2530,176097.0,19696.0,1940,777.0,0.1118,0.004412,0,57,0,0,42.17,1,0,0,0
vid_00416,2024 New Tutorial Ultimate ,17,Sports,2023-09-16 16:00:00,0,3,27,4809,17,3494,7435834.0,783151.0,37265,78658.0,0.1053,0.010578,0,105,1,1,58.23,0,0,0,0
vid_00417,Amazing Explained Real Ultimate Best Last 2024 Ultimate Why Breaking Amazing First Tutor,28,Science & Technology,2023-07-29 12:00:00,7,4,88,3541,3,2289,1957207.0,175863.0,5114,43100.0,0.0899,0.022021,1,153,0,1,38.15,0,0,0,0
vid_00418,Viral Real Amazing Official Official Top First Ultimate 2024 Guide How ,20,Gaming,2023-02-14 00:00:00,20,0,71,3761,16,697,1513011.0,81721.0,4653,28366.0,0.054,0.018748,1,132,1,1,11.62,0,1,0,0
vid_00419,Viral Real Review Exposed Best Reaction Reaction Offic,24,Entertainment,2023-07-06 08:00:00,11,3,54,3738,1,623,14867.0,602.0,41,66.0,0.0405,0.004439,0,247,1,0,10.38,0,0,0,1
vid_00420,New Top Secret Secret Ultimate Secret Real Real Challenge Viral Real Why 2024 Last Breaking Re,10,Music,2023-06-30 08:00:00,11,2,94,1429,28,2208,121825.0,3830.0,146,698.0,0.0314,0.005729,0,93,1,0,36.8,0,0,0,0
vid_00421,Reaction Inside Inside Last Last Guide First How Exposed Ul,23,Comedy,2023-02-01 12:00:00,4,0,59,4293,23,3430,12803860.0,507429.0,37716,250715.0,0.0396,0.019581,1,237,0,1,57.17,0,0,0,1
vid_00422,Explained Tutorial How How Tutorial Challenge Why,28,Science & Technology,2023-03-26 08:00:00,6,0,49,2095,21,2689,1019484.0,57431.0,5614,25068.0,0.0563,0.024589,0,152,0,1,44.82,0,0,0,1
vid_00423,Real First Why Ex,10,Music,2023-01-17 08:00:00,3,2,17,3098,1,285,1160163.0,92419.0,8384,12918.0,0.0797,0.011135,0,161,1,1,4.75,0,0,0,0
vid_00424,Breaking Explained ,24,Entertainment,2023-03-11 00:00:00,5,5,19,1438,11,1532,721668.0,25806.0,935,13180.0,0.0358,0.018263,0,218,1,1,25.53,1,0,1,0
vid_00425,Reaction Exposed Breaking,22,People & Blogs,2023-05-04 08:00:00,12,0,25,451,5,590,168784.0,7132.0,281,1004.0,0.0423,0.005948,1,198,1,0,9.83,0,0,0,0
vid_00426,Exposed First Top 2024 Inside Challenge Exposed Why Exposed Guide 2024 Breaking Expos,22,People & Blogs,2023-03-04 08:00:00,19,6,85,2703,9,2140,1555222.0,72002.0,3127,15598.0,0.0463,0.010029,1,91,1,1,35.67,1,1,1,0
vid_00427,How Best vs Tutorial Real 2024 New First Secret Real Inside Challenge ,25,News & Politics,2023-10-02 00:00:00,14,3,70,4374,24,1364,28158.0,2446.0,111,44.0,0.0869,0.001563,0,251,1,0,22.73,0,0,0,0
vid_00428,Tutorial Secret Explaine,24,Entertainment,2023-11-27 20:00:00,2,4,24,3973,22,436,28280.0,2415.0,45,658.0,0.0854,0.023267,1,251,1,0,7.27,0,0,0,0
vid_00429,Exposed Real Ultimate Tutorial Last Inside React,24,Entertainment,2023-04-16 20:00:00,22,0,48,317,24,2879,129548.0,10307.0,809,1636.0,0.0796,0.012628,0,206,0,0,47.98,0,0,0,1
vid_00430,Exposed Exposed Tutorial Amazing Breaking Last 2024 Top Breaking Reaction Officia,10,Music,2023-11-21 04:00:00,7,3,81,4271,20,3206,625242.0,32853.0,1408,15423.0,0.0525,0.024667,0,242,0,1,53.43,0,0,0,0
vid_00431,Review Review Official 2024 Reaction Guide Viral Official Explained New How Tutorial E,28,Science & Technology,2023-08-14 00:00:00,19,1,86,1775,22,1890,42226.0,2677.0,238,909.0,0.0634,0.021527,1,194,0,0,31.5,0,1,0,0
vid_00432,Last Official Guide Viral First Viral How Ult,26,Howto & Style,2023-11-09 16:00:00,15,3,45,1162,26,2092,703446.0,27224.0,2543,17609.0,0.0387,0.025032,1,79,0,1,34.87,0,0,0,1
vid_00433,vs New Official Breaking How Real Best Guide Viral Real Amazing Exposed Top New Ultimate ,10,Music,2023-05-11 00:00:00,12,4,89,2725,15,1740,101912.0,5134.0,62,946.0,0.0504,0.009282,1,75,1,0,29.0,0,0,1,0
vid_00434,Inside Tutorial Amazing New Explained Guide How Top Guide Review 2024 Real Breaking I,20,Gaming,2023-05-17 08:00:00,17,3,85,4834,13,288,112941.0,12513.0,1238,719.0,0.1108,0.006366,0,230,1,0,4.8,0,0,1,0
vid_00435,Tutorial Challenge Why Viral Official Why 2024 Inside Ultimate Reaction Breaking,22,People & Blogs,2023-04-29 20:00:00,9,2,80,1330,6,752,4589397.0,542339.0,40079,133942.0,0.1182,0.029185,0,174,1,1,12.53,0,0,0,0
vid_00436,New Challenge Last Official Last vs Explained Top Breaking Explained Why Official La,22,People & Blogs,2023-05-19 16:00:00,18,4,84,1282,27,3513,662383.0,58481.0,3323,14441.0,0.0883,0.021802,0,68,0,1,58.55,0,1,0,0
vid_00437,Explained Viral Challenge Official Viral How Review How,25,News & Politics,2023-06-16 04:00:00,16,5,55,4426,27,1312,109997.0,12376.0,557,2770.0,0.1125,0.025182,1,102,0,0,21.87,1,0,0,1
vid_00438,Viral Guide Tutorial Why New First vs vs Why Reaction Top Why vs Amazing Tuto,20,Gaming,2023-03-25 12:00:00,23,1,77,4588,18,643,619272.0,54401.0,3082,855.0,0.0878,0.001381,0,134,1,1,10.72,0,0,0,0
vid_00439,Why Last Review Exposed Official Challenge Gui,22,People & Blogs,2023-03-11 12:00:00,18,2,46,1913,22,3361,48360.0,1595.0,62,545.0,0.033,0.011269,0,66,0,0,56.02,0,1,0,1
vid_00440,Inside Secret Why Secret Viral 202,10,Music,2023-08-03 16:00:00,22,5,34,4982,16,1724,880455.0,105398.0,6960,19846.0,0.1197,0.022541,0,223,0,1,28.73,1,0,0,0
vid_00441,How First How Challenge Reaction Last Official Last Review Explained 20,20,Gaming,2023-05-21 08:00:00,4,3,71,4534,8,3146,3896128.0,151581.0,2784,12707.0,0.0389,0.003261,0,153,1,1,52.43,0,0,1,0
vid_00442,Explained vs Inside First Secret How Secret Top Challenge Reacti,10,Music,2023-07-01 16:00:00,20,4,64,666,25,2008,2343943.0,214324.0,14124,40908.0,0.0914,0.017453,1,230,1,1,33.47,0,1,0,0
vid_00443,Challenge New Explained Challenge Guide Real Breaking How Breaking vs Secret Why Real First Re,26,Howto & Style,2023-08-25 16:00:00,22,1,94,196,12,842,29679561.0,1565752.0,54458,398985.0,0.0528,0.013443,1,154,1,1,14.03,0,0,1,0
vid_00444,Why Challenge First vs First Guide Revi,26,Howto & Style,2023-09-19 08:00:00,8,2,39,4666,21,1816,15531.0,1013.0,11,23.0,0.0652,0.001481,1,153,0,0,30.27,0,0,0,0
vid_00445,First Secret Ultimate Revi,22,People & Blogs,2023-02-02 12:00:00,11,5,26,4775,4,360,556011.0,49003.0,2927,4360.0,0.0881,0.007842,0,241,1,1,6.0,1,0,0,0
vid_00446,Last Challenge Amazing Why Last Viral Secret Why Top Official Reaction How How Review,22,People & Blogs,2023-07-31 04:00:00,20,5,85,3727,22,2242,55168.0,3822.0,237,510.0,0.0693,0.009244,0,222,1,0,37.37,1,1,0,0
vid_00447,Real Secret Real Viral vs Secret First Secret Ultimat,28,Science & Technology,2023-08-04 00:00:00,0,1,53,338,4,1246,356293.0,18722.0,905,1512.0,0.0525,0.004244,0,226,1,0,20.77,0,0,0,1
vid_00448,New Exposed Explained Official ,26,Howto & Style,2023-09-12 00:00:00,0,6,31,1459,9,1574,612227.0,36794.0,607,11824.0,0.0601,0.019313,1,196,0,1,26.23,1,0,1,0
vid_00449,Top How New Amazing New New First 2024 Official Explained T,23,Comedy,2023-04-27 04:00:00,14,3,59,63,20,3502,33895538.0,2058792.0,186116,272165.0,0.0607,0.00803,1,173,0,1,58.37,0,0,0,1
vid_00450,vs Exposed Viral Secret G,23,Comedy,2023-06-20 16:00:00,1,1,25,306,26,1427,456873.0,53152.0,3456,4135.0,0.1163,0.009051,1,248,1,0,23.78,0,0,0,0
vid_00451,Secret Guide Best Ultimate Official Best Explained Inside Top Ultimate Viral How Vir,25,News & Politics,2023-02-21 12:00:00,21,5,84,1771,9,3166,742203.0,75612.0,1543,20075.0,0.1019,0.027048,1,130,1,1,52.77,1,1,1,0
vid_00452,New Challenge New Last Viral Explaine,26,Howto & Style,2023-02-09 00:00:00,15,0,37,1473,26,416,3106627.0,221407.0,12395,45190.0,0.0713,0.014546,1,242,0,1,6.93,0,0,0,0
vid_00453,Review Why Official New Ultimate Inside Last First Exposed How Breaking Ultimate Exp,10,Music,2023-10-11 00:00:00,7,2,84,3040,6,1548,402286.0,19303.0,1056,4976.0,0.048,0.012369,0,86,0,0,25.8,0,0,0,0
vid_00454,Why Exposed Real Amazing Guide Official Best Reactio,10,Music,2023-05-31 16:00:00,12,1,52,1245,25,1847,15114071.0,1556620.0,24028,332392.0,0.103,0.021992,1,170,1,1,30.78,0,0,0,1
vid_00455,Challenge New Ex,27,Education,2023-05-25 04:00:00,20,6,16,4609,14,3516,2853299.0,125962.0,8139,78119.0,0.0441,0.027378,1,119,0,1,58.6,1,1,1,0
vid_00456,Amazing Best Amazing Breaking Reaction Review Guide Official Challenge New Best Real Exposed Guide,20,Gaming,2023-11-03 00:00:00,0,5,98,4415,6,1847,2260433.0,110629.0,9154,3901.0,0.0489,0.001726,1,203,1,1,30.78,1,0,0,0
vid_00457,Challenge Ultimate Best Challenge vs Viral Real Real Explained vs Best Inside Last New First ,17,Sports,2023-09-21 08:00:00,15,3,93,1294,28,1844,15342.0,965.0,74,214.0,0.0629,0.013948,0,179,1,0,30.73,0,0,0,0
vid_00458,Real Inside Best Viral 2024 Ultimate Explained Secret Review Real First Ultimate Best ,23,Comedy,2023-09-08 08:00:00,6,5,86,3273,26,3131,18131203.0,1980495.0,55983,339283.0,0.1092,0.018713,1,108,0,1,52.18,1,0,0,0
vid_00459,Guide Inside 2024 Review Review Official Secret Top,22,People & Blogs,2023-07-15 04:00:00,4,3,51,3520,14,3367,206026.0,8624.0,755,2109.0,0.0419,0.010237,1,167,1,0,56.12,0,0,1,1
vid_00460,Reaction Explained Ultimate Reaction Amazing Reaction How Amazi,25,News & Politics,2023-03-07 00:00:00,21,1,63,4217,2,2405,699917.0,28697.0,1171,16377.0,0.041,0.023398,1,182,1,1,40.08,0,1,0,0
vid_00461,Inside Inside Best Tutorial Explained Amazing Amazing Challenge Ul,17,Sports,2023-09-18 12:00:00,22,3,66,4019,18,1545,136643.0,10174.0,968,3986.0,0.0745,0.029171,0,86,0,0,25.75,0,0,0,0
vid_00462,Secret 2024 Real How vs First Best Top Explaine,24,Entertainment,2023-08-20 20:00:00,2,4,47,1356,9,1270,92407.0,5071.0,83,2620.0,0.0549,0.028353,0,80,1,0,21.17,0,0,1,1
vid_00463,2024 Exposed Best Guide Best Officia,25,News & Politics,2023-06-27 16:00:00,11,4,36,2171,27,349,58445.0,4744.0,255,509.0,0.0812,0.008709,1,253,0,0,5.82,0,0,0,0
vid_00464,Last First 2024 How,24,Entertainment,2023-08-02 00:00:00,15,4,19,2452,28,428,612678.0,43284.0,2758,4634.0,0.0706,0.007564,1,148,1,1,7.13,0,0,0,0
vid_00465,Explained Guide Why Secret Tutor,26,Howto & Style,2023-01-14 20:00:00,18,6,32,546,14,1944,24653.0,1704.0,55,709.0,0.0691,0.028758,1,143,1,0,32.4,1,1,1,0
vid_00466,First First Best Secret Secret Viral Ultimate Last V,24,Entertainment,2023-03-29 12:00:00,4,6,52,3449,2,134,361501.0,14488.0,1150,5169.0,0.0401,0.014299,1,225,0,0,2.23,1,0,0,1
vid_00467,Review Why Real Challenge New Last Inside Explained,24,Entertainment,2023-07-28 00:00:00,21,0,51,3656,5,725,4573390.0,195258.0,12969,32199.0,0.0427,0.007041,0,55,0,1,12.08,0,1,0,1
vid_00468,Ultimate Breaking Guide Official Best Secret Challenge Last First Inside Viral,28,Science & Technology,2023-08-24 20:00:00,13,6,78,959,11,3094,1904211.0,197841.0,2300,40946.0,0.1039,0.021503,1,64,0,1,51.57,1,0,1,0
vid_00469,New Review Best Reaction,28,Science & Technology,2023-09-03 12:00:00,4,1,24,422,14,359,1156263.0,126876.0,8215,10693.0,0.1097,0.009248,0,192,0,1,5.98,0,0,1,0
vid_00470,Guide 2024 Tutorial Guide Ultimate Tutorial Reaction First 2024 Why Exposed Top Real Official,28,Science & Technology,2023-10-06 08:00:00,14,5,93,4507,5,689,101525.0,5190.0,281,888.0,0.0511,0.008747,1,238,0,0,11.48,1,0,0,0
vid_00471,Tutorial Explained Viral Ultimate First Top How Official,26,Howto & Style,2023-11-27 16:00:00,16,5,56,1394,12,3148,33611.0,1351.0,37,890.0,0.0402,0.026479,0,65,0,0,52.47,1,0,1,1
vid_00472,First Reaction Tutorial 2024 Amazing Last vs Ultimate Official,17,Sports,2023-04-01 20:00:00,13,0,62,373,28,2676,2885559.0,100439.0,10005,16482.0,0.0348,0.005712,0,69,1,1,44.6,0,0,0,0
vid_00473,Inside Official Challenge Tutorial vs Best Amazing Ultimat,25,News & Politics,2023-07-22 16:00:00,19,6,58,2481,18,850,349204.0,29593.0,2685,1001.0,0.0847,0.002867,1,126,0,0,14.17,1,1,0,1
vid_00474,Amazing 2024 Official Official Last vs Review vs Challenge Amazing Amazing Top Exposed First Bre,25,News & Politics,2023-09-27 16:00:00,4,3,96,4720,2,2002,380963.0,35955.0,1306,3354.0,0.0944,0.008804,0,93,1,0,33.37,0,0,0,0
vid_00475,Secret Reaction Last New Break,22,People & Blogs,2023-10-24 08:00:00,11,0,30,4881,7,2718,356500.0,22656.0,1329,6631.0,0.0636,0.0186,1,219,0,0,45.3,0,0,0,0
vid_00476,Secret Exposed Official First Top vs Best How Official Breaking Why ,28,Science & Technology,2023-02-03 04:00:00,15,3,68,2834,7,1823,1484082.0,135304.0,5207,6781.0,0.0912,0.004569,0,95,1,1,30.38,0,0,0,0
vid_00477,Ultimate Why Inside Best Inside Ultimate Secret B,26,Howto & Style,2023-10-04 08:00:00,15,3,49,2443,22,2391,13433726.0,1265004.0,100940,197156.0,0.0942,0.014676,0,144,1,1,39.85,0,0,0,1
vid_00478,Exposed Viral Best Why vs Last Review Chal,22,People & Blogs,2023-11-02 04:00:00,20,2,42,3970,25,3248,10895033.0,1244003.0,116600,209105.0,0.1142,0.019193,1,211,0,1,54.13,0,1,0,1
vid_00479,Guide Explained ,20,Gaming,2023-02-19 16:00:00,6,5,16,1265,19,491,7644.0,273.0,11,195.0,0.0357,0.025507,1,113,1,0,8.18,1,0,0,0
vid_00480,Ultimate Exposed Tutorial T,22,People & Blogs,2023-06-13 08:00:00,3,4,27,1745,14,1637,304659.0,14412.0,1189,2335.0,0.0473,0.007664,0,206,1,0,27.28,0,0,1,0
vid_00481,Explained 2024 Top Real Tutorial 2024 Ultimate Last Tut,17,Sports,2023-04-04 20:00:00,0,6,55,1957,3,2563,43094.0,1558.0,85,1064.0,0.0362,0.02469,0,180,1,0,42.72,1,0,0,1
vid_00482,Secret Ultimate Ultimate Viral Tutorial Explained Why Top Guide First Top Viral Review Officia,23,Comedy,2023-11-13 20:00:00,4,3,94,4864,18,1705,2755015.0,297870.0,13610,21522.0,0.1081,0.007812,1,58,0,1,28.42,0,0,0,0
vid_00483,Secret Why Guide 2024 Inside Inside Amazing Official Secret Review How 20,24,Entertainment,2023-11-15 12:00:00,22,2,73,830,20,2487,512436.0,51926.0,4904,10569.0,0.1013,0.020625,1,252,0,1,41.45,0,0,0,0
vid_00484,Ultimate Breaking Ultimate Official Reaction Secret Secret Explained Inside First G,28,Science & Technology,2023-02-16 20:00:00,9,5,83,1069,2,2104,1514861.0,123791.0,6924,20434.0,0.0817,0.013489,1,252,1,1,35.07,1,0,0,0
vid_00485,Best Official How Best First Review Top Explained Last Viral Expose,23,Comedy,2023-02-23 08:00:00,21,4,67,3315,12,3130,365626.0,13721.0,714,1581.0,0.0375,0.004324,0,202,0,0,52.17,0,1,1,0
vid_00486,Breaking Real Last Challenge Breaking Real Ultimate Why Las,22,People & Blogs,2023-09-20 16:00:00,4,3,59,1453,7,300,86180.0,4705.0,331,1871.0,0.0546,0.02171,1,91,0,0,5.0,0,0,0,1
vid_00487,Review Top Why Amazing Review Chal,26,Howto & Style,2023-09-08 16:00:00,3,3,34,1476,22,2763,106601.0,6054.0,202,779.0,0.0568,0.007308,1,223,1,0,46.05,0,0,0,0
vid_00488,Explained Viral Challenge Review New E,24,Entertainment,2023-10-19 00:00:00,1,0,38,713,15,2578,33620.0,2705.0,106,205.0,0.0805,0.006097,0,122,1,0,42.97,0,0,1,0
vid_00489,Secret Top First Viral Real vs Last Official Top Challenge How Breaking vs ,25,News & Politics,2023-05-01 04:00:00,19,0,75,2697,12,3354,87902.0,4678.0,439,1001.0,0.0532,0.011388,1,133,0,0,55.9,0,1,1,0
vid_00490,New Secret Official Guide How Breaking Official Review How Inside Expose,10,Music,2023-08-27 20:00:00,9,5,72,60,2,414,35811.0,1309.0,93,714.0,0.0366,0.019937,1,108,0,0,6.9,1,0,0,0
vid_00491,Challenge Amazing Amazing Review Review R,24,Entertainment,2023-06-14 12:00:00,18,4,41,1088,15,89,145740.0,13957.0,1177,1134.0,0.0958,0.007781,1,70,0,0,1.48,0,1,1,1
vid_00492,Amazing Real Explained Amazing Top Chall,17,Sports,2023-03-02 12:00:00,0,3,40,2875,8,1160,94020.0,5351.0,184,594.0,0.0569,0.006318,1,251,1,0,19.33,0,0,1,1
vid_00493,First Official Amazin,17,Sports,2023-05-28 08:00:00,23,5,21,3053,27,249,899296.0,63592.0,3748,1158.0,0.0707,0.001288,0,199,0,1,4.15,1,0,0,0
vid_00494,Challenge Review 2024 2024 Best Amazing Secret Exposed R,22,People & Blogs,2023-07-19 08:00:00,4,5,56,4730,13,1494,1272054.0,52777.0,5141,18670.0,0.0415,0.014677,1,206,0,1,24.9,1,0,1,1
vid_00495,Amazing 2024 Top First Reaction Official Best Last Top Expose,20,Gaming,2023-10-01 20:00:00,12,1,61,1125,12,2848,1238598.0,126621.0,4898,16635.0,0.1022,0.01343,1,112,0,1,47.47,0,0,1,0
vid_00496,Last Viral Best How Best 2024 New Reaction Last Official Guide Brea,17,Sports,2023-02-20 08:00:00,3,6,67,3138,20,1936,4217501.0,341186.0,8339,32821.0,0.0809,0.007782,1,122,1,1,32.27,1,0,0,0
vid_00497,Best Guide Reaction First How First Exposed Reaction Secret Viral First B,17,Sports,2023-04-08 16:00:00,15,0,73,1839,24,2641,441862.0,49109.0,2749,1129.0,0.1111,0.002555,1,110,1,0,44.02,0,0,0,0
vid_00498,First Inside 2024 Secret Inside Guide Explained Expl,26,Howto & Style,2023-10-06 12:00:00,23,4,52,3086,6,1625,137255.0,10238.0,459,1845.0,0.0746,0.013442,1,113,1,0,27.08,0,0,0,1
vid_00499,Explained Viral Reaction Official Official vs Explained Reaction Tutorial Last Expl,22,People & Blogs,2023-05-06 20:00:00,15,3,83,4888,14,2623,32690985.0,2775455.4299999997,91371,585482.84,0.1147,0.023858,1,118,0,1,43.72,0,0,1,0
vid_00500,Reaction Reaction Explained Challenge Best Challenge Reaction Expos,24,Entertainment,2023-06-13 04:00:00,22,5,67,3703,6,125,2258389.0,249028.0,22404,49104.0,0.1103,0.021743,0,217,0,1,2.08,1,0,0,0
vid_00501,Amazing Explained Ultimate In,20,Gaming,2023-05-10 20:00:00,1,3,29,3225,5,1018,581970.0,47652.0,4725,15109.0,0.0819,0.025962,0,252,1,1,16.97,0,0,0,0
vid_00502,Challenge Secret Tutorial Challenge Top ,23,Comedy,2023-01-01 08:00:00,16,1,40,4349,1,1142,564944.0,64432.0,3941,721.0,0.1141,0.001276,0,178,0,1,19.03,0,0,0,1
vid_00503,Tutorial Real vs vs Challenge Exposed First Official Inside La,10,Music,2023-01-06 08:00:00,19,4,62,1126,8,2905,1439679.0,85053.0,6780,41788.0,0.0591,0.029026,1,155,0,1,48.42,0,1,1,0
vid_00504,Inside Exposed Exposed Why Ultima,28,Science & Technology,2023-02-24 08:00:00,23,5,33,1023,21,1975,353620.0,22245.0,1942,3854.0,0.0629,0.010899,1,114,0,0,32.92,1,0,0,0
vid_00505,Guide Exposed Amazing E,25,News & Politics,2023-01-25 04:00:00,11,3,23,1915,23,2308,640859.0,21848.0,1596,19047.0,0.0341,0.029721,1,171,1,1,38.47,0,0,0,0
vid_00506,Explained Why Top Reaction First Reaction Tutorial Challenge Inside How Last A,17,Sports,2023-01-29 04:00:00,17,0,78,3175,16,997,1086946.0,90247.0,1261,9049.0,0.083,0.008325,0,111,0,1,16.62,0,0,0,0
vid_00507,Exposed How Secret vs Challenge Top Explained Reaction vs Guide Tuto,22,People & Blogs,2023-08-13 04:00:00,2,6,68,1349,4,2352,137584.0,13066.0,316,2018.0,0.095,0.014667,1,231,0,0,39.2,1,0,0,0
